year,genero,tengo_edad,Dónde estás trabajando,Años de experiencia,antiguedad_en_la_empresa_actual,Años en el puesto actual,cuantas_personas_tenes_a_cargo,maximo_nivel_de_estudios,estado,carrera,Trabajo de,dedicacion,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,¿Qué tan conforme estás con tus ingresos laborales?,recibio_actualizacion_de_ingresos,¿De qué % fue el ajuste total acumulado?,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,Cantidad de personas en tu organización,¿La recomendás como un buen lugar para trabajar?,contas_con_beneficios_adicionales,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,Modalidad de trabajo,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,estas_buscando_trabajo,seniority,sueldo_bruto_en_dolares,sueldo_neto_en_dolares,source_file,estudios_estado,carrera_categoria
2024,Hombre Cis,19,Buenos Aires,2,2,2,0.0,Universitario,En curso,Ingeniería Electrónica,Desarrollo e Ingeniería,Part-Time,1300000,1257000,4,No,0,Un sueldo,Mix de las anteriores,1 (solamente yo),10,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,0,"No, estoy muy conforme.",Junior,1317,1274,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_INGENIERIA
2024,Hombre Cis,33,Resto del país,7,0,5,0.0,Universitario,Incompleto,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,2800000,2400000,3,Uno,20,No,No recibo bono,De 11  a 50  personas,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,4,"No, pero escucho ofertas.",Senior,2837,2432,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,38,Centro,18,16,16,0.0,Universitario,Incompleto,Ingeniería en Sistemas,Infraestructura y Operaciones,Full-Time,1300000,1300000,2,Tres,30,Menos de un sueldo,Performance de la compañía,De 201 a 500 personas,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina",987,Híbrido (presencial y remoto),3,1,"No, pero escucho ofertas.",Senior,1317,1317,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,23,Capital,2,1,1,0.0,Universitario,En curso,Ingeniería en Informática,Desarrollo e Ingeniería,Part-Time,320000,320000,1,Más de tres,250,No,No recibo bono,De 2 a 10 personas,6,Horarios flexibles,987,100% remoto,0,4,"Sí, estoy buscando activamente.",Junior,324,324,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_INGENIERIA
2024,Mujer Cis,35,Buenos Aires,2,2,2,1.0,Universitario,En curso,Licenciatura en Sistemas,Desarrollo e Ingeniería,Full-Time,2222000,2172000,4,No,0,No,No recibo bono,De 11  a 50  personas,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Usualmente participación porcentual en las ganancias, ahora estamos en una breve etapa de ahorro.",987,100% remoto,0,3,"No, estoy muy conforme.",Junior,2251,2201,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_LICENCIATURA
2024,Hombre Cis,35,Capital,14,2,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,5000000,3800000,2,No,0,No,No recibo bono,De 201 a 500 personas,0,Stock options / RSUs,1300,100% remoto,0,1,"Sí, estoy buscando activamente.",Senior,3846,2923,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,46,Buenos Aires,5,2,1,8.0,Universitario,Incompleto,Analista de Sistemas,Otros / No IT,Full-Time,4500000,4500000,3,Uno,25,Menos de un sueldo,Mix de las anteriores,De 2001a 5000 personas,7,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Sueldo dividido en dos pagos por mes",987,100% remoto,0,3,"No, pero escucho ofertas.",Semi-Senior,4559,4559,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2024,Mujer Cis,27,Capital,3,3,2,0.0,Universitario,Completo,Ingeniería en Sistemas,Datos y Analítica,Full-Time,2190222,1890000,3,Tres,55,No,No recibo bono,De 201 a 500 personas,0,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),3,5,"No, pero escucho ofertas.",Semi-Senior,2219,1915,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,34,Centro,5,0,3,0.0,,,,Datos y Analítica,Full-Time,5000000,5000000,4,No,0,Un sueldo,Mix de las anteriores,De 201 a 500 personas,10,Ninguna de las anteriores,987,Híbrido (presencial y remoto),1,5,"No, estoy muy conforme.",Semi-Senior,5066,5066,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,38,Resto del país,2,0,0,0.0,,,,Desarrollo e Ingeniería,Full-Time,3000000,3000000,4,No,0,No,No recibo bono,De 2 a 10 personas,10,Ninguna de las anteriores,1020,100% remoto,0,5,"No, pero escucho ofertas.",Junior,2941,2941,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,46,Capital,14,14,5,3.0,,,,Otros / No IT,Full-Time,1100000,927000,2,Dos,23,No,No recibo bono,De 51 a 100 personas,5,Licencia por nacimiento extendida,932,Híbrido (presencial y remoto),1,0,"No, pero escucho ofertas.",Senior,1180,995,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,23,Resto del país,1,0,1,0.0,Terciario,Completo,Tecnicatura Superior en Programación,Desarrollo e Ingeniería,Full-Time,1700000,1680000,4,No,0,Menos de un sueldo,Aguinaldo,De 11  a 50  personas,7,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",1050,100% remoto,0,5,"No, estoy muy conforme.",Junior,1619,1600,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,33,Centro,8,3,3,4.0,,,,Desarrollo e Ingeniería,Full-Time,4000000,4000000,3,Uno,0,No,No recibo bono,De 11  a 50  personas,4,Horarios flexibles,987,100% remoto,0,3,"No, pero escucho ofertas.",Senior,4053,4053,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,30,Buenos Aires,3,0,0,0.0,Universitario,Incompleto,Licenciatura en Informática,Infraestructura y Operaciones,Full-Time,2500000,2000000,3,No,0,No,No recibo bono,De 201 a 500 personas,8,Ninguna de las anteriores,987,100% remoto,0,3,"No, pero escucho ofertas.",Semi-Senior,2533,2026,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Hombre Cis,39,Buenos Aires,20,0,0,1.0,,,,Desarrollo e Ingeniería,Full-Time,3500000,3400000,2,No,0,No,No recibo bono,De 51 a 100 personas,10,"Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,4,"No, pero escucho ofertas.",Senior,3546,3445,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Mujer Cis,33,Capital,7,3,1,4.0,Universitario,Completo,Ingeniería en Informática,Gestión y Consultoría,Full-Time,7000000,5000000,4,No,0,No,No recibo bono,De 201 a 500 personas,9,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs",1023,100% remoto,1,3,"No, estoy muy conforme.",Senior,6843,4888,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Mujer Cis,28,Buenos Aires,3,2,2,0.0,,,,QA y Seguridad,Part-Time,400000,350000,2,No,0,No,No recibo bono,1 (solamente yo),7,Ninguna de las anteriores,1090,100% remoto,0,3,"Sí, estoy buscando activamente.",Semi-Senior,367,321,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,37,Resto del país,5,3,2,5.0,,,,Desarrollo e Ingeniería,Full-Time,1400000,1000000,2,Tres,47,Un sueldo,Performance individual,De 501 a 1000 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,5,"Sí, estoy buscando activamente.",Semi-Senior,1418,1013,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,31,Centro,2,2,1,0.0,,,,Infraestructura y Operaciones,Full-Time,1550000,1350000,3,No,0,No,No recibo bono,De 51 a 100 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",895,100% remoto,0,5,"No, estoy muy conforme.",Junior,1732,1508,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,35,Capital,9,4,4,0.0,,,,Desarrollo e Ingeniería,Full-Time,2400000,2000000,3,No,0,Un sueldo,Bono de permanencia,De 2001a 5000 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,5,"No, pero escucho ofertas.",Senior,2432,2026,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,22,Resto del país,2,2,2,3.0,,,,Desarrollo e Ingeniería,Full-Time,1200000,1200000,4,No,0,No,No recibo bono,De 11  a 50  personas,10,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs",987,100% remoto,0,3,"No, estoy muy conforme.",Junior,1216,1216,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,36,Buenos Aires,12,1,1,0.0,,,,Infraestructura y Operaciones,Full-Time,865000,740000,2,Dos,72,No,No recibo bono,De 11  a 50  personas,2,"Abono de Internet, Comidas pagas / subvencionadas",865,Híbrido (presencial y remoto),3,3,"No, pero escucho ofertas.",Senior,1000,855,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,25,Capital,4,1,1,0.0,Universitario,Incompleto,Tecnicatura en Informática,Desarrollo e Ingeniería,Full-Time,2200000,1900000,2,Uno,20,De uno a tres sueldos,Mix de las anteriores,De 2001a 5000 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,5,"No, pero escucho ofertas.",Semi-Senior,2229,1925,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,45,Capital,20,6,1,4.0,Universitario,Incompleto,Analista de Sistemas,Desarrollo e Ingeniería,Part-Time,1250000,1000000,3,No,0,Menos de un sueldo,Performance de la compañía,De 2 a 10 personas,9,"Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1000,Híbrido (presencial y remoto),1,3,"No, estoy muy conforme.",Senior,1250,1000,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,24,Capital,6,2,1,0.0,,,,Desarrollo e Ingeniería,Full-Time,2941704,2450572,4,Dos,62,Un sueldo,Mix de las anteriores,Más de 10000 personas,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,1,"No, estoy muy conforme.",Senior,2980,2483,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,27,Buenos Aires,2,2,2,0.0,,,,Infraestructura y Operaciones,Full-Time,1278000,1069000,3,Más de tres,20,No,No recibo bono,De 51 a 100 personas,10,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",987,100% remoto,0,0,"No, pero escucho ofertas.",Junior,1295,1083,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,26,Capital,6,2,4,0.0,Universitario,En curso,Ingeniería en Informática,Desarrollo e Ingeniería,Full-Time,1800000,1500000,3,Más de tres,25,No,No recibo bono,Más de 10000 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",868,100% remoto,0,4,"No, pero escucho ofertas.",Senior,2074,1728,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_INGENIERIA
2024,Hombre Cis,26,Capital,3,3,2,0.0,Secundario,Completo,,Desarrollo e Ingeniería,Full-Time,1020000,850000,2,Uno,60,No,No recibo bono,De 11  a 50  personas,7,Ninguna de las anteriores,987,100% remoto,0,3,"No, pero escucho ofertas.",Semi-Senior,1033,861,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,
2024,Hombre Cis,32,Capital,10,1,3,2.0,Universitario,Completo,Licenciatura en Gestión de Tecnología,Desarrollo e Ingeniería,Full-Time,1755000,1500000,1,Dos,24,Menos de un sueldo,Performance individual,De 11  a 50  personas,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),2,2,"Sí, estoy buscando activamente.",Senior,1778,1520,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Mujer Cis,32,Resto del país,1,1,1,0.0,Universitario,Incompleto,Ingeniería Electrónica,Infraestructura y Operaciones,Full-Time,875450,684769,3,Dos,60,Menos de un sueldo,"Este mes, fue el bono de $40000 de comercio. A veces hay de esos, dos veces al año tenemos bono por permanencia, y una vez al año por performance individual (si te lo ganás)",De 101 a 200 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,0,"No, pero escucho ofertas.",Junior,887,694,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,38,Centro,15,3,3,0.0,,,,Otros / No IT,Full-Time,3700000,3200000,2,Uno,40,No,No recibo bono,Más de 10000 personas,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Stock options / RSUs",987,100% remoto,0,4,"No, pero escucho ofertas.",Senior,3749,3242,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,22,Resto del país,2,2,2,0.0,Secundario,Completo,,Desarrollo e Ingeniería,Full-Time,783000,650000,2,No,0,No,No recibo bono,De 51 a 100 personas,5,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",900,Híbrido (presencial y remoto),1,2,"No, pero escucho ofertas.",Junior,870,722,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,
2024,Hombre Cis,40,Buenos Aires,10,1,1,0.0,Universitario,Incompleto,Licenciatura en Informática,Infraestructura y Operaciones,Full-Time,4100000,3800000,4,No,0,No,No recibo bono,De 11  a 50  personas,7,Ninguna de las anteriores,1025,100% remoto,0,3,"No, pero escucho ofertas.",Senior,4000,3707,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Hombre Cis,32,Capital,5,4,4,0.0,Terciario,Incompleto,Tecnicatura Superior en Programación,Desarrollo e Ingeniería,Full-Time,1840000,1527000,2,No,0,Menos de un sueldo,Performance individual,De 201 a 500 personas,7,"Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),3,2,"No, pero escucho ofertas.",Semi-Senior,1864,1547,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,43,Centro,20,6,2,2.0,,,,Desarrollo e Ingeniería,Full-Time,5250000,5181750,4,No,0,Menos de un sueldo,Performance de la compañía,De 51 a 100 personas,7,"Capacitaciones y/o cursos, Horarios flexibles",987,100% remoto,0,3,"No, estoy muy conforme.",Senior,5319,5250,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Mujer Cis,29,Buenos Aires,3,2,2,0.0,Universitario,Completo,Licenciatura en Relaciones del Trabajo,Gestión y Consultoría,Full-Time,470000,400000,2,No,0,Menos de un sueldo,Performance individual,De 11  a 50  personas,7,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,3,"No, pero escucho ofertas.",Semi-Senior,476,405,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Hombre Cis,28,Resto del país,7,1,7,2.0,,,,Desarrollo e Ingeniería,Full-Time,2500000,2500000,3,No,0,No,No recibo bono,De 501 a 1000 personas,9,Ninguna de las anteriores,1050,100% remoto,0,4,"No, pero escucho ofertas.",Senior,2381,2381,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,33,Buenos Aires,3,3,3,0.0,,,,Desarrollo e Ingeniería,Full-Time,1900000,1600000,2,Uno,15,No,No recibo bono,De 11  a 50  personas,5,Vacaciones flexibles (adicionales a las reglamentarias),1100,100% remoto,0,2,"No, pero escucho ofertas.",Semi-Senior,1727,1455,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,26,Capital,4,2,2,0.0,,,,Infraestructura y Operaciones,Full-Time,1372000,1207000,2,Dos,74,No,No recibo bono,De 1001 a 2000 personas,7,"Abono de Internet, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",892,100% remoto,0,1,"Sí, estoy buscando activamente.",Semi-Senior,1538,1353,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Mujer Cis,41,Capital,3,0,1,0.0,,,,QA y Seguridad,Full-Time,1700000,1600000,3,No,0,No,No recibo bono,Más de 10000 personas,9,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",Un promedio q hace la empresa 878.62,100% remoto,0,5,"No, estoy muy conforme.",Semi-Senior,1935,1821,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,29,Buenos Aires,8,2,4,0.0,,,,QA y Seguridad,Full-Time,6000000,6000000,3,No,0,No,No recibo bono,De 501 a 1000 personas,0,Ninguna de las anteriores,987,100% remoto,0,2,"No, pero escucho ofertas.",Senior,6079,6079,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,56,Centro,10,3,3,0.0,,,,Otros / No IT,Full-Time,2300000,2000000,1,Uno,15,No,No recibo bono,De 51 a 100 personas,5,Horarios flexibles,870,100% remoto,0,5,"Sí, estoy buscando activamente.",Senior,2644,2299,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,26,Resto del país,2,2,2,0.0,Universitario,Completo,Ingeniería Mecatrónica,Desarrollo e Ingeniería,Full-Time,1900000,1700000,3,No,0,No,No recibo bono,De 201 a 500 personas,7,"Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1045,100% remoto,0,2,"No, pero escucho ofertas.",Junior,1818,1627,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
